,Home_Team,Away_Team,Result,Link,Season,Round,League,Elo_home,Elo_away,Home_Goals,Away_Goals,Outcome,Home_Win,Home_Attack,Away_Attack,Home_Team_Outcome_sum_10,Away_Team_Outcome_sum_10
2693,Lille,Lorient,3-1,https://www.besoccer.com/match/lillestrom/lorient/2022,2022,20,ligue_1,82,71,3.0,1.0,1.0,1.0,0.7733333333333334,0.5599999999999999,3.0,6.0
2694,Montpellier,Troyes,0-1,https://www.besoccer.com/match/montpellier-hsc/troyes/2022,2022,20,ligue_1,76,58,0.0,1.0,-1.0,0.0,1.2020408163265306,0.6363636363636364,4.0,4.0
2695,Angers SCO,Saint-Ãtienne,0-1,https://www.besoccer.com/match/angers-sco/saint-etienne/2022,2022,20,ligue_1,66,81,0.0,1.0,-1.0,0.0,0.8484848484848485,0.6172273190621815,0.0,5.0
2696,Levante,Mallorca,2-0,https://www.besoccer.com/match/levante/mallorca/2022,2022,20,primera_division,65,59,2.0,0.0,1.0,1.0,0.703125,0.9263157894736842,-3.0,3.0
2697,R. Sociedad,Celta,1-0,https://www.besoccer.com/match/real-sociedad/celta/2022,2022,20,primera_division,81,81,1.0,0.0,1.0,1.0,0.4805555555555555,1.131011608623549,2.0,-2.0
2698,Granada,Barcelona,1-1,https://www.besoccer.com/match/granada/barcelona/2022,2022,20,primera_division,70,97,1.0,1.0,0.0,0.0,1.178045515394913,1.1314631463146314,1.0,0.0
2699,Real Madrid,Valencia,4-1,https://www.besoccer.com/match/real-madrid/valencia-cf/2022,2022,20,primera_division,98,84,4.0,1.0,1.0,1.0,1.4150197628458498,1.4285714285714288,6.0,0.0
2700,Rayo Vallecano,Real Betis,1-1,https://www.besoccer.com/match/rayo-vallecano/betis/2022,2022,20,primera_division,66,76,1.0,1.0,0.0,0.0,1.5192933519293352,1.331597222222222,8.0,-2.0
2701,Sevilla,Getafe,1-0,https://www.besoccer.com/match/sevilla/getafe/2022,2022,20,primera_division,90,65,1.0,0.0,1.0,1.0,1.666666666666667,0.3069679849340866,7.0,5.0
2702,AlavÃ©s,Athletic,0-0,https://www.besoccer.com/match/alaves/athletic-bilbao/2022,2022,20,primera_division,65,86,0.0,0.0,0.0,0.0,0.5670498084291188,0.6453658536585365,-2.0,-1.0
2703,Osasuna,CÃ¡diz,2-0,https://www.besoccer.com/match/osasuna/cadiz/2022,2022,20,primera_division,69,50,2.0,0.0,1.0,1.0,0.5662921348314607,0.9322916666666666,-3.0,2.0
2704,Villarreal,AtlÃ©tico,2-2,https://www.besoccer.com/match/villarreal/atletico-madrid/2022,2022,20,primera_division,84,97,2.0,2.0,0.0,0.0,1.6962406015037592,1.574074074074074,4.0,0.0
2705,Espanyol,Elche,1-2,https://www.besoccer.com/match/espanyol/elche/2022,2022,20,primera_division,78,61,1.0,2.0,-1.0,0.0,1.1454545454545455,0.8329787234042554,5.0,6.0
2706,ADO Den Haag,NAC Breda,4-1,https://www.besoccer.com/match/ado-den-haag/nac-breda/2022,2022,20,eerste_divisie,63,59,4.0,1.0,1.0,1.0,1.5319634703196348,0.9593625498007968,5.0,3.0
2707,MVV Maastricht,Emmen,0-1,https://www.besoccer.com/match/mvv/emmen/2022,2022,20,eerste_divisie,48,57,0.0,1.0,-1.0,0.0,0.9275618374558303,0.8137931034482758,0.0,-3.0
2708,SC Telstar,Jong PSV,0-0,https://www.besoccer.com/match/stormvogels-telstar/jong-psv/2022,2022,20,eerste_divisie,49,49,0.0,0.0,0.0,0.0,0.8262910798122066,0.9698412698412698,-4.0,3.0
2709,VVV Venlo,TOP Oss,2-3,https://www.besoccer.com/match/vvv/fc-oss/2022,2022,20,eerste_divisie,60,46,2.0,3.0,-1.0,0.0,0.8721311475409835,0.45219638242894056,1.0,5.0
2710,Almere City,FC Volendam,2-3,https://www.besoccer.com/match/almere-city/fc-volendam/2022,2022,20,eerste_divisie,57,61,2.0,3.0,-1.0,0.0,1.021505376344086,1.5797665369649807,-3.0,-5.0
2711,FC Eindhoven,Roda JC,1-1,https://www.besoccer.com/match/fc-eindhoven/roda-jc/2022,2022,20,eerste_divisie,47,53,1.0,1.0,0.0,0.0,1.2559726962457338,1.5768229166666667,5.0,-3.0
2712,Dordrecht,Excelsior,1-1,https://www.besoccer.com/match/fc-dordrecht/excelsior/2022,2022,20,eerste_divisie,45,60,1.0,1.0,0.0,0.0,0.6840648477659155,1.7596958174904944,-4.0,-6.0
2713,Jong Ajax,Helmond Sport,1-1,https://www.besoccer.com/match/jong-ajax/helmond-sport/2022,2022,20,eerste_divisie,54,49,1.0,1.0,0.0,0.0,1.656140350877193,0.5947712418300654,4.0,3.0
2714,Jong AZ,Den Bosch,3-3,https://www.besoccer.com/match/az-alkmaar-sub23/fc-den-bosch/2022,2022,20,eerste_divisie,46,47,3.0,3.0,0.0,0.0,0.49964912280701756,0.7446808510638298,0.0,4.0
2715,Jong Utrecht,De Graafschap,0-2,https://www.besoccer.com/match/jong-utrecht/graafschap/2022,2022,20,eerste_divisie,42,61,0.0,2.0,-1.0,0.0,0.625,1.5701754385964912,-3.0,-5.0
2716,Fortuna DÃ¼sseldorf,NÃ¼rnberg,0-1,https://www.besoccer.com/match/fortuna-dusseldorf/fc-nurnberg/2022,2022,20,2_liga,53,61,0.0,1.0,-1.0,0.0,0.8313090418353576,1.1116557734204793,-3.0,-1.0
2717,Hamburger SV,FC St. Pauli,2-1,https://www.besoccer.com/match/hamburger-sv/st-pauli/2022,2022,20,2_liga,73,53,2.0,1.0,1.0,1.0,1.2421875,1.0125628140703518,4.0,1.0
2718,Paderborn,Werder Bremen,3-4,https://www.besoccer.com/match/paderborn/werder-bremen/2022,2022,20,2_liga,42,75,3.0,4.0,-1.0,0.0,0.745816733067729,1.3779904306220097,-3.0,-2.0
2719,Ingolstadt 04,Darmstadt 98,0-2,https://www.besoccer.com/match/fc-ingolstadt-04/darmstadt-98/2022,2022,20,2_liga,63,61,0.0,2.0,-1.0,0.0,0.5507625272331155,1.5260663507109005,-4.0,-2.0
2720,Hansa Rostock,Heidenheim,0-0,https://www.besoccer.com/match/hansa-rostock/heidenheim/2022,2022,20,2_liga,43,51,0.0,0.0,0.0,0.0,0.6293436293436294,0.8623548922056384,-3.0,1.0
2721,Erzgebirge Aue,Schalke 04,0-5,https://www.besoccer.com/match/fc-erzgebirge-aue/schalke-04/2022,2022,20,2_liga,51,84,0.0,5.0,-1.0,0.0,0.4984126984126984,0.9479674796747969,-4.0,-1.0
2722,Jahn Regensburg,Holstein Kiel,1-2,https://www.besoccer.com/match/ssv-jahn-regensburg/holstein-kiel/2022,2022,20,2_liga,35,42,1.0,2.0,-1.0,0.0,1.5035019455252918,0.9304304304304305,2.0,2.0
2723,Hannover 96,Dynamo Dresden,0-0,https://www.besoccer.com/match/hannover-96/sg-dynamo-dresden/2022,2022,20,2_liga,63,50,0.0,0.0,0.0,0.0,0.41504539559014264,0.6196078431372549,-1.0,5.0
2724,Karlsruher SC,Sandhausen,0-2,https://www.besoccer.com/match/karlsruher-sc/sv-sandhausen/2022,2022,20,2_liga,55,47,0.0,2.0,-1.0,0.0,1.250965250965251,1.0834170854271357,2.0,0.0
2725,Vitesse,Groningen,1-3,https://www.besoccer.com/match/vitesse/fc-groningen/2022,2022,20,eredivisie,77,74,1.0,3.0,-1.0,0.0,0.6710239651416122,0.96875,1.0,3.0
2726,AZ Alkmaar,Cambuur,0-0,https://www.besoccer.com/match/az/sc-cambuur-leeuwarden/2022,2022,20,eredivisie,81,59,0.0,0.0,0.0,0.0,1.6145833333333333,1.2363067292644758,6.0,-2.0
2727,Heerenveen,PEC Zwolle,0-1,https://www.besoccer.com/match/heerenveen/fc-zwolle/2022,2022,20,eredivisie,76,71,0.0,1.0,-1.0,0.0,0.6703125000000001,0.41132478632478636,-2.0,8.0
2728,Willem II,Twente 1965,0-1,https://www.besoccer.com/match/willem-ii/fc-twente-1965/2022,2022,20,eredivisie,60,79,0.0,1.0,-1.0,0.0,0.47699652777777773,1.3373831775700935,-2.0,-2.0
2729,NEC Nijmegen,Feyenoord,1-4,https://www.besoccer.com/match/nec/feyenoord/2022,2022,20,eredivisie,69,83,1.0,4.0,-1.0,0.0,0.6119402985074627,1.4786729857819905,-2.0,-3.0
2730,Heracles,Go Ahead Eagles,1-1,https://www.besoccer.com/match/heracles/go-ahead-eagles/2022,2022,20,eredivisie,71,59,1.0,1.0,0.0,0.0,0.9221789883268482,0.5015576323987538,2.0,2.0
2731,PSV,Ajax,1-2,https://www.besoccer.com/match/psv/ajax/2022,2022,20,eredivisie,89,89,1.0,2.0,-1.0,0.0,1.822641509433962,1.7737556561085974,7.0,-7.0
2732,Sparta Rotterdam,Utrecht,0-3,https://www.besoccer.com/match/sparta-rotterdam/fc-utrecht/2022,2022,20,eredivisie,66,76,0.0,3.0,-1.0,0.0,0.5481203007518797,0.8479532163742691,-3.0,3.0
2733,RKC Waalwijk,Fortuna Sittard,2-1,https://www.besoccer.com/match/rkc-waalwijk/fortuna-sittard/2022,2022,20,eredivisie,55,45,2.0,1.0,1.0,1.0,0.5354330708661417,0.6728971962616823,-2.0,6.0
2734,Le Havre,Sochaux,0-1,https://www.besoccer.com/match/havre-ac/sochaux/2022,2022,20,ligue_2,56,61,0.0,1.0,-1.0,0.0,0.7507317073170732,1.2293281653746773,2.0,-2.0
2735,Bastia,Quevilly-Rouen,3-0,https://www.besoccer.com/match/bastia/quevilly/2022,2022,20,ligue_2,71,42,3.0,0.0,1.0,1.0,0.8199052132701422,1.093854748603352,2.0,0.0
2736,Dijon FCO,NÃ®mes,1-2,https://www.besoccer.com/match/dijon-fco/nimes-olympique/2022,2022,20,ligue_2,65,52,1.0,2.0,-1.0,0.0,1.13953488372093,1.2445799457994582,0.0,1.0
2737,Grenoble,Auxerre,0-1,https://www.besoccer.com/match/grenoble-foot-38/auxerre/2022,2022,20,ligue_2,33,60,0.0,1.0,-1.0,0.0,1.2262731481481481,1.3333333333333333,2.0,-2.0
2738,Pau FC,Rodez,4-0,https://www.besoccer.com/match/pau/rodez/2022,2022,20,ligue_2,38,33,4.0,0.0,1.0,1.0,1.0614678899082568,1.173913043478261,3.0,0.0
2739,Valenciennes,Guingamp,1-1,https://www.besoccer.com/match/valenciennes-afc/guingamp/2022,2022,20,ligue_2,59,72,1.0,1.0,0.0,0.0,0.7265347539320142,0.8093023255813954,-4.0,2.0
2740,Amiens SC,Ajaccio,0-1,https://www.besoccer.com/match/amiens-sc/ajaccio/2022,2022,20,ligue_2,53,56,0.0,1.0,-1.0,0.0,1.1521531100478468,1.0118343195266273,0.0,-2.0
2741,Toulouse,Nancy,4-0,https://www.besoccer.com/match/toulouse-fc/nancy/2022,2022,20,ligue_2,76,69,4.0,0.0,1.0,1.0,2.0909090909090904,0.9,4.0,5.0
2742,Caen,Niort,0-2,https://www.besoccer.com/match/caen/chamois-niortais/2022,2022,20,ligue_2,70,50,0.0,2.0,-1.0,0.0,0.9802816901408451,1.0057471264367817,-3.0,1.0
2743,Dunkerque,Paris FC,1-1,https://www.besoccer.com/match/dunkerque/paris-sg/2022,2022,20,ligue_2,43,44,1.0,1.0,0.0,0.0,0.4911627906976744,1.369398907103825,-3.0,-2.0
2744,Eintracht Frankfurt,Arminia Bielefeld,0-2,https://www.besoccer.com/match/eintracht-frankfurt/arminia-bielefeld/2022,2022,20,bundesliga,77,57,0.0,2.0,-1.0,0.0,0.8552882779686903,0.6928104575163399,1.0,2.0
2745,Hoffenheim,B. Dortmund,2-3,https://www.besoccer.com/match/tsg-1899-hoffenheim/borussia-dortmund/2022,2022,20,bundesliga,76,93,2.0,3.0,-1.0,0.0,1.2845528455284554,1.5458937198067633,5.0,0.0
2746,B. MÃ¶nchengladbach,Union Berlin,1-2,https://www.besoccer.com/match/borussia-monchengla/1-fc-union-berlin/2022,2022,20,bundesliga,82,54,1.0,2.0,-1.0,0.0,0.9326710816777042,1.1194444444444445,1.0,1.0
2747,SC Freiburg,Stuttgart,2-0,https://www.besoccer.com/match/sc-freiburg/stuttgart/2022,2022,20,bundesliga,66,65,2.0,0.0,1.0,1.0,0.9169550173010381,0.5199999999999999,2.0,3.0
2748,Greuther FÃ¼rth,Mainz 05,2-1,https://www.besoccer.com/match/greuther-furth/mainz-amat/2022,2022,20,bundesliga,59,78,2.0,1.0,1.0,1.0,0.43333333333333335,0.6943062465450525,-4.0,5.0
2749,B. Leverkusen,FC Augsburg,5-1,https://www.besoccer.com/match/bayer-leverkusen/fc-augsburg/2022,2022,20,bundesliga,87,74,5.0,1.0,1.0,1.0,1.2916666666666667,0.46930693069306934,1.0,4.0
2750,VfL Bochum,KÃ¶ln,2-2,https://www.besoccer.com/match/bochum/1-fc-koln/2022,2022,20,bundesliga,59,77,2.0,2.0,0.0,0.0,0.6757679180887373,1.0222222222222221,3.0,1.0
2751,RB Leipzig,Wolfsburg,2-0,https://www.besoccer.com/match/rb-leipzig/wolfsburg/2022,2022,20,bundesliga,63,83,2.0,0.0,1.0,1.0,1.603169014084507,0.7714285714285715,4.0,2.0
2752,Hertha BSC,Bayern MÃ¼nchen,1-4,https://www.besoccer.com/match/hertha-bsc/bayern-munchen/2022,2022,20,bundesliga,77,96,1.0,4.0,-1.0,0.0,0.7964231354642313,2.627390180878553,1.0,-6.0
2753,Girona,Burgos,3-1,https://www.besoccer.com/match/girona-fc/burgos-cf/2022,2022,21,segunda_division,64,46,3.0,1.0,1.0,1.0,1.1117021276595744,0.6029556650246305,2.0,4.0
2754,UD Ibiza,Real Sporting,0-2,https://www.besoccer.com/match/ibiza-eivissa/sporting-gijon/2022,2022,21,segunda_division,45,61,0.0,2.0,-1.0,0.0,0.7412587412587412,0.807843137254902,-1.0,4.0
2755,MÃ¡laga,LeganÃ©s,0-2,https://www.besoccer.com/match/malaga/leganes/2022,2022,21,segunda_division,62,62,0.0,2.0,-1.0,0.0,0.8879120879120879,1.2234146341463414,6.0,2.0
2756,Las Palmas,Eibar,0-1,https://www.besoccer.com/match/ud-palmas/eibar/2022,2022,21,segunda_division,63,75,0.0,1.0,-1.0,0.0,1.487364620938628,1.1161764705882353,6.0,0.0
2757,Fuenlabrada,Real Oviedo,0-0,https://www.besoccer.com/match/fuenlabrada/real-oviedo/2022,2022,21,segunda_division,52,56,0.0,0.0,0.0,0.0,0.7407407407407407,0.9212264150943397,0.0,1.0
2758,Ponferradina,SD Amorebieta,1-1,https://www.besoccer.com/match/ponferradina-sd/amorebieta/2022,2022,21,segunda_division,52,40,1.0,1.0,0.0,0.0,1.3301470588235293,0.7,5.0,4.0
2759,Real Zaragoza,Tenerife,0-2,https://www.besoccer.com/match/real-zaragoza/tenerife/2022,2022,21,segunda_division,61,57,0.0,2.0,-1.0,0.0,0.44676258992805756,1.1160975609756099,0.0,-1.0
2760,FC Cartagena,MirandÃ©s,3-0,https://www.besoccer.com/match/cartagena/mirandes/2022,2022,21,segunda_division,50,53,3.0,0.0,1.0,1.0,1.2425328554360815,1.005,4.0,2.0
2761,Huesca,AlcorcÃ³n,0-0,https://www.besoccer.com/match/huesca/ad-alcorcon/2022,2022,21,segunda_division,62,54,0.0,0.0,0.0,0.0,0.7397769516728625,0.6029411764705882,0.0,8.0
2762,R. Sociedad B,Real Valladolid,0-2,https://www.besoccer.com/match/real-sociedad-b/valladolid/2022,2022,21,segunda_division,44,72,0.0,2.0,-1.0,0.0,0.44835164835164837,1.3065656565656567,-5.0,2.0
2763,Lugo,AlmerÃ­a,2-1,https://www.besoccer.com/match/lugo/almeria/2022,2022,21,segunda_division,55,59,2.0,1.0,1.0,1.0,0.817948717948718,1.7085427135678393,1.0,-3.0
2764,Venezia,Milan,0-3,https://www.besoccer.com/match/venezia/milan/2022,2022,21,serie_a,36,85,0.0,3.0,-1.0,0.0,0.8232662192393735,1.671111111111111,-3.0,-6.0
2765,Empoli,Sassuolo,1-5,https://www.besoccer.com/match/empoli-fc/us-sassuolo-calcio/2022,2022,21,serie_a,73,74,1.0,5.0,-1.0,0.0,0.9927392739273928,1.380392156862745,-3.0,0.0
2766,Napoli,Sampdoria,1-0,https://www.besoccer.com/match/napoli/sampdoria/2022,2022,21,serie_a,88,73,1.0,0.0,1.0,1.0,1.0603960396039602,1.0154553049289892,3.0,1.0
2767,Udinese,Atalanta,2-6,https://www.besoccer.com/match/udinese/atalanta/2022,2022,21,serie_a,75,75,2.0,6.0,-1.0,0.0,0.728888888888889,1.4031007751937985,0.0,-8.0
2768,Genoa,Spezia,0-1,https://www.besoccer.com/match/genoa/asd-spezia/2022,2022,21,serie_a,75,59,0.0,1.0,-1.0,0.0,0.5453860640301318,0.6276752767527675,-5.0,5.0
2769,Roma,Juventus,3-4,https://www.besoccer.com/match/roma/juventus-fc/2022,2022,21,serie_a,87,94,3.0,4.0,-1.0,0.0,0.8076411960132891,1.1180722891566266,4.0,-3.0
2770,Hellas Verona,Salernitana,1-2,https://www.besoccer.com/match/hellas-verona-fc/salernitana-calcio-1919/2022,2022,21,serie_a,66,49,1.0,2.0,-1.0,0.0,1.2374581939799332,0.4695652173913043,2.0,6.0
2771,Inter,Lazio,2-1,https://www.besoccer.com/match/internazionale/lazio/2022,2022,21,serie_a,84,84,2.0,1.0,1.0,1.0,1.7222222222222223,0.9757575757575757,7.0,2.0
2772,Torino,Fiorentina,4-0,https://www.besoccer.com/match/torino-fc/fiorentina/2022,2022,21,serie_a,77,86,4.0,0.0,1.0,1.0,1.1528813559322033,0.7679245283018868,4.0,1.0
2773,Cagliari,Bologna,2-1,https://www.besoccer.com/match/cagliari/bologna/2022,2022,21,serie_a,73,72,2.0,1.0,1.0,1.0,0.7241379310344827,0.8569604086845467,-4.0,1.0
2774,MarÃ­timo,Estoril,0-0,https://www.besoccer.com/match/maritimo/estoril/2022,2022,21,primeira_liga,74,72,0.0,0.0,0.0,0.0,1.0326241134751772,0.9764444444444446,1.0,-2.0
2775,PaÃ§os de Ferreira,Portimonense,1-1,https://www.besoccer.com/match/pacos-ferreira/portimonense/2022,2022,21,primeira_liga,72,58,1.0,1.0,0.0,0.0,0.6389610389610391,1.0074074074074073,-2.0,-2.0
2776,VitÃ³ria GuimarÃ£es,Sporting Braga,2-1,https://www.besoccer.com/match/vitoria-guimaraes/sporting-braga/2022,2022,21,primeira_liga,75,83,2.0,1.0,1.0,1.0,1.4201680672268906,1.3313403089187843,3.0,-3.0
2777,Gil Vicente,CD Santa Clara,2-2,https://www.besoccer.com/match/gil-vicente/santa-clara/2022,2022,21,primeira_liga,56,52,2.0,2.0,0.0,0.0,1.0669456066945608,0.7568807339449541,0.0,5.0
2778,Boavista,Vizela,2-2,https://www.besoccer.com/match/boavista/vizela/2022,2022,21,primeira_liga,62,53,2.0,2.0,0.0,0.0,0.89375,0.9180492709904476,2.0,2.0
2779,Arouca,Porto,0-2,https://www.besoccer.com/match/arouca/fc-porto/2022,2022,21,primeira_liga,67,90,0.0,2.0,-1.0,0.0,0.78743961352657,1.980952380952381,-2.0,-8.0
2780,Sporting CP,FamalicÃ£o,2-0,https://www.besoccer.com/match/sporting-lisbon/famalicao/2022,2022,21,primeira_liga,88,52,2.0,0.0,1.0,1.0,1.2132478632478632,1.286283185840708,7.0,3.0
2781,Tondela,Benfica,1-3,https://www.besoccer.com/match/tondela/benfica/2022,2022,21,primeira_liga,59,90,1.0,3.0,-1.0,0.0,1.1399141630901288,2.1227906976744184,-2.0,-7.0
2782,Moreirense,Belenenses SAD,4-1,https://www.besoccer.com/match/moreirense-fc/cf-os-belenenses-ii/2022,2022,21,primeira_liga,66,37,4.0,1.0,1.0,1.0,0.8730158730158731,0.225,-2.0,6.0
2783,Benfica II,Casa Pia,1-1,https://www.besoccer.com/match/benfica-ii/casa-pia/2022,2022,21,segunda_liga,53,40,1.0,1.0,0.0,0.0,1.3147826086956522,0.8950980392156864,4.0,-1.0
2784,Academico Viseu,Chaves,0-2,https://www.besoccer.com/match/academico-viseu/chaves/2022,2022,21,segunda_liga,44,64,0.0,2.0,-1.0,0.0,0.6566523605150215,1.1565217391304348,-1.0,0.0
2785,LeixÃµes,Rio Ave,2-2,https://www.besoccer.com/match/leixoes/rio-ave/2022,2022,21,segunda_liga,52,74,2.0,2.0,0.0,0.0,1.1692307692307693,1.3061224489795917,2.0,-3.0
2786,Vilafranquense,Mafra,2-0,https://www.besoccer.com/match/vilafranquense/mafra/2022,2022,21,segunda_liga,39,44,2.0,0.0,1.0,1.0,1.0142222222222221,1.1492537313432833,-1.0,-1.0
2787,Porto II,SC Covilha,3-1,https://www.besoccer.com/match/porto-ii/sporting-covilha/2022,2022,21,segunda_liga,54,52,3.0,1.0,1.0,1.0,1.0237885462555065,0.5776699029126213,3.0,4.0
2788,Penafiel,Trofense,1-0,https://www.besoccer.com/match/penafiel/trofense/2022,2022,21,segunda_liga,56,46,1.0,0.0,1.0,1.0,0.7276995305164319,0.8243902439024391,2.0,1.0
2789,Varzim,Nacional,0-0,https://www.besoccer.com/match/varzim/nacional/2022,2022,21,segunda_liga,53,73,0.0,0.0,0.0,0.0,0.5644051130776795,1.2975124378109453,-4.0,1.0
2790,Feirense,Farense,4-1,https://www.besoccer.com/match/feirense/farense/2022,2022,21,segunda_liga,62,41,4.0,1.0,1.0,1.0,1.1629955947136565,0.8960975609756098,3.0,2.0
2791,CF Estrela,AcadÃ©mica,1-3,https://www.besoccer.com/match/cf-estrela-de-amadora/academica/2022,2022,21,segunda_liga,48,59,1.0,3.0,-1.0,0.0,1.2383620689655173,0.48955223880597015,1.0,8.0
2792,US Alessandria,Pisa SC,1-1,https://www.besoccer.com/match/us-alessandria-1912/pisa-calcio/2022,2022,21,serie_b,49,51,1.0,1.0,0.0,0.0,0.6000000000000001,1.1726495726495725,-1.0,-3.0
2793,Benevento,Parma,0-0,https://www.besoccer.com/match/benevento-calcio/parma-fc/2022,2022,21,serie_b,52,38,0.0,0.0,0.0,0.0,1.5662500000000001,1.2511848341232226,4.0,0.0
2794,Como,Lecce,1-1,https://www.besoccer.com/match/como/lecce/2022,2022,21,serie_b,41,50,1.0,1.0,0.0,0.0,0.8271317829457365,0.9013215859030838,0.0,-2.0
2795,Crotone,Cittadella,0-0,https://www.besoccer.com/match/fc-crotone/as-cittadella/2022,2022,21,serie_b,65,51,0.0,0.0,0.0,0.0,0.9735930735930737,0.8257261410788381,-2.0,0.0
2796,Ternana Calcio,Reggina,2-0,https://www.besoccer.com/match/ternana-calcio/reggina/2022,2022,21,serie_b,54,32,2.0,0.0,1.0,1.0,1.1127049180327868,0.5833333333333334,-1.0,1.0
2797,Nuova Cosenza,Brescia,0-0,https://www.besoccer.com/match/nuova-cosenza/brescia/2022,2022,21,serie_b,44,58,0.0,0.0,0.0,0.0,0.7576923076923077,1.5733031674208144,-1.0,-7.0
2798,Frosinone,Vicenza,2-0,https://www.besoccer.com/match/frosinone-calcio/vicenza-calcio/2022,2022,21,serie_b,55,56,2.0,0.0,1.0,1.0,1.1170212765957448,0.8372093023255814,2.0,6.0
2799,Ascoli,Perugia,0-1,https://www.besoccer.com/match/ascoli/perugia/2022,2022,21,serie_b,52,55,0.0,1.0,-1.0,0.0,0.6725663716814159,0.9004424778761063,-2.0,-2.0
2800,Cremonese,AC Monza,3-2,https://www.besoccer.com/match/us-cremonese/ac-monza-brianza-1912/2022,2022,21,serie_b,47,32,3.0,2.0,1.0,1.0,1.183739837398374,0.6691588785046729,4.0,2.0
2801,Pordenone,SPAL,1-1,https://www.besoccer.com/match/pordenone/spal-1907/2022,2022,21,serie_b,39,52,1.0,1.0,0.0,0.0,0.6722891566265061,0.5582137161084528,-5.0,1.0
2802,Arsenal,Man. City,1-2,https://www.besoccer.com/match/arsenal/manchester-city-fc/2022,2022,21,premier_league,92,95,1.0,2.0,-1.0,0.0,1.189776357827476,1.57085020242915,7.0,-7.0
2803,Watford,Tottenham Hotspur,0-1,https://www.besoccer.com/match/watford-fc/tottenham-hotspur-fc/2022,2022,21,premier_league,71,88,0.0,1.0,-1.0,0.0,0.7490196078431373,0.8626556016597511,-5.0,0.0
2804,Crystal Palace,West Ham,2-3,https://www.besoccer.com/match/crystal-palace-fc/west-ham-united/2022,2022,21,premier_league,73,78,2.0,3.0,-1.0,0.0,1.1213114754098361,1.2473469387755103,3.0,-2.0
2805,Brentford,Aston Villa,2-1,https://www.besoccer.com/match/brentford/aston-villa-fc/2022,2022,21,premier_league,53,64,2.0,1.0,1.0,1.0,0.692857142857143,0.938095238095238,-3.0,2.0
2806,Everton,Brighton & Hove Albion,2-3,https://www.besoccer.com/match/everton-fc/brighton-amp-hov/2022,2022,21,premier_league,83,60,2.0,3.0,-1.0,0.0,0.9808917197452229,0.7060975609756097,2.0,0.0
2807,Leeds United,Burnley,3-1,https://www.besoccer.com/match/leeds-united-afc/burnley-fc/2022,2022,21,premier_league,58,69,3.0,1.0,1.0,1.0,0.6293929712460063,0.6115591397849462,-2.0,5.0
2808,Chelsea,Liverpool,2-2,https://www.besoccer.com/match/chelsea-fc/liverpool/2022,2022,21,premier_league,93,91,2.0,2.0,0.0,0.0,1.4412337662337662,2.194285714285714,4.0,-4.0
2809,Man. Utd,Wolves,0-1,https://www.besoccer.com/match/manchester-united-fc/wolverhampton/2022,2022,21,premier_league,92,57,0.0,1.0,-1.0,0.0,1.1913183279742763,0.708433734939759,3.0,0.0
2810,Southampton,Newcastle,1-2,https://www.besoccer.com/match/southampton-fc/newcastle-united-fc/2022,2022,21,premier_league,81,68,1.0,2.0,-1.0,0.0,0.8135761589403974,0.4714285714285714,2.0,7.0
2811,Fulham,AFC Bournemouth,1-1,https://www.besoccer.com/match/fulham/afc-bournemouth/2022,2022,21,championship,70,70,1.0,1.0,0.0,0.0,1.6577922077922076,1.194736842105263,6.0,-5.0
2812,Coventry City,West Bromwich Albion,1-2,https://www.besoccer.com/match/coventry-city/west-bromwich/2022,2022,21,championship,47,61,1.0,2.0,-1.0,0.0,1.3491856677524428,0.9945833333333334,6.0,1.0
2813,Barnsley,Huddersfield Town,1-1,https://www.besoccer.com/match/barnsley-fc/huddersfield-town-fc/2022,2022,21,championship,55,55,1.0,1.0,0.0,0.0,0.5068181818181818,0.8307692307692308,-4.0,3.0
2814,Blackburn Rovers,Preston North End,1-0,https://www.besoccer.com/match/blackburn-rovers-fc/preston-north-end/2022,2022,21,championship,58,60,1.0,0.0,1.0,1.0,1.6512820512820512,0.8144628099173553,4.0,3.0
2815,Blackpool,Luton Town,0-3,https://www.besoccer.com/match/blackpool-fc/luton-town-fc/2022,2022,21,championship,47,57,0.0,3.0,-1.0,0.0,0.49478827361563515,1.0,0.0,2.0
2816,Bristol City,Derby County,1-0,https://www.besoccer.com/match/bristol-city-fc/derby-county-fc/2022,2022,21,championship,58,59,1.0,0.0,1.0,1.0,0.5750798722044729,0.45679012345679015,-1.0,3.0
2817,Cardiff City,Sheffield United,2-3,https://www.besoccer.com/match/cardiff-city-fc/sheffield-united/2022,2022,21,championship,59,66,2.0,3.0,-1.0,0.0,0.5054313099041533,0.9094650205761317,-5.0,1.0
2818,Middlesbrough,Swansea City,1-0,https://www.besoccer.com/match/middlesbrough-fc/swansea-city-afc/2022,2022,21,championship,60,68,1.0,0.0,1.0,1.0,0.9954545454545455,1.0922448979591837,0.0,2.0
2819,Millwall,Birmingham City,3-1,https://www.besoccer.com/match/millwall-fc/birmingham-city-fc/2022,2022,21,championship,59,52,3.0,1.0,1.0,1.0,0.7952229299363057,0.8175,2.0,1.0
2820,Nottingham Forest,Peterborough United,2-0,https://www.besoccer.com/match/nottingham-forest-fc/peterborough-u/2022,2022,21,championship,60,48,2.0,0.0,1.0,1.0,0.7142857142857143,0.45714285714285713,-3.0,8.0
